,SP500,Div,Earning,CPI,Rate10y,TB3MS,gold,bondTR,eqTR,gldTR,tbTR,cpiTR
1971-02-01,97.11,3.12,5.19,39.9,0.0611,0.037000000000000005,38.05,,,,,
1971-03-01,99.6,3.11,5.22,40.0,0.057,0.0338,38.8,1.0363433456374018,1.0282431006075583,1.0197109067017083,1.0030833333333333,1.0025062656641603
1971-04-01,103.0,3.10667,5.25333,40.1,0.0583,0.038599999999999995,38.88,0.9948990144946469,1.036650033239755,1.0020618556701033,1.0028166666666667,1.0025
1971-05-01,101.6,3.10333,5.28667,40.3,0.0639,0.0414,39.7,0.9634779247124688,0.9889531492081389,1.021090534979424,1.0032166666666666,1.0049875311720697
1971-06-01,99.72,3.1,5.32,40.6,0.0652,0.0475,40.84,0.9957744409077353,0.9840866499689945,1.0287153652392946,1.00345,1.0074441687344915
1971-07-01,99.0,3.09667,5.35667,40.7,0.0673,0.054000000000000006,40.1,0.9901490700365386,0.9953864079726263,0.9818805093046032,1.0039583333333333,1.0024630541871922
1971-08-01,97.24,3.09333,5.39333,40.8,0.0658,0.049400000000000006,42.4,1.0165987724316732,0.9848731631930161,1.0573566084788029,1.0045,1.0024570024570023
1971-09-01,99.4,3.09,5.43,40.8,0.061399999999999996,0.046900000000000004,40.65,1.0383628129895728,1.024803624296168,0.9587264150943396,1.0041166666666668,1.0
1971-10-01,97.29,3.08333,5.52,40.9,0.0593,0.0446,42.6,1.0209581461066832,0.9814136489371699,1.047970479704797,1.0039083333333334,1.0024509803921569
1971-11-01,92.78,3.07667,5.61,40.9,0.0581,0.042199999999999994,42.34,1.0140431038841249,0.9564071553615814,0.9938967136150235,1.0037166666666666,1.0
1971-12-01,99.17,3.07,5.7,41.1,0.0593,0.0401,43.6,0.9957893927009428,1.071452347072496,1.0297590930562115,1.0035166666666666,1.0048899755501224
1972-01-01,103.3,3.07,5.73667,41.1,0.059500000000000004,0.0338,43.62,1.0034343139468946,1.0441222643260128,1.0004587155963303,1.0033416666666666,1.0
1972-02-01,105.2,3.07,5.77333,41.3,0.0608,0.032,47.15,0.9952177125391061,1.0208249058018226,1.0809261806510775,1.0028166666666667,1.0048661800486618
1972-03-01,107.7,3.07,5.81,41.4,0.060700000000000004,0.0373,48.45,1.0058162822033925,1.0261396841199737,1.027571580063627,1.0026666666666666,1.0024213075060533
1972-04-01,108.8,3.07,5.86333,41.5,0.061900000000000004,0.0371,48.38,0.9961113087988099,1.0125649654882845,0.9985552115583075,1.0031083333333333,1.002415458937198
1972-05-01,107.7,3.07,5.91667,41.6,0.0613,0.0369,49.6,1.0096439131789816,0.9922651314471936,1.0252170318313352,1.0030916666666667,1.002409638554217
1972-06-01,108.0,3.07,5.97,41.7,0.0611,0.0391,59.45,1.0066048708462945,1.005154342480828,1.1985887096774195,1.003075,1.0024038461538463
1972-07-01,107.2,3.07333,6.02667,41.9,0.0611,0.0398,64.65,1.0050916666666667,0.9949816861871199,1.0874684608915055,1.0032583333333334,1.0047961630695443
1972-08-01,111.0,3.07667,6.08333,42.0,0.0621,0.04019999999999999,68.3,0.9976425001938755,1.0377575735063422,1.0564578499613302,1.0033166666666666,1.0023866348448687
1972-09-01,109.4,3.08,6.14,42.1,0.0655,0.0466,66.88,0.9802300078289461,0.9879317159938733,0.9792093704245973,1.00335,1.0023809523809524
1972-10-01,109.6,3.10333,6.23333,42.3,0.06480000000000001,0.047400000000000005,64.2,1.0106101290251273,1.0041877414602765,0.9599282296650719,1.0038833333333332,1.0047505938242278
1972-11-01,115.1,3.12667,6.32667,42.4,0.06280000000000001,0.0478,64.39,1.02025165444258,1.0524462161856505,1.0029595015576325,1.00395,1.0023640661938535
1972-12-01,117.5,3.15,6.42,42.5,0.0636,0.0507,63.6,0.9993139096567132,1.0230854760892472,0.9877310141326293,1.0039833333333332,1.0023584905660379
1973-01-01,118.4,3.15667,6.54667,42.6,0.0646,0.0541,64.9,0.9979337173654541,1.0098813298171843,1.0204402515723272,1.004225,1.0023529411764707
1973-02-01,114.2,3.16333,6.67333,42.9,0.0664,0.055999999999999994,66.0,0.992229997568609,0.9668353530632208,1.0169491525423728,1.0045083333333333,1.0070422535211268
1973-03-01,112.4,3.17,6.8,43.3,0.06709999999999999,0.060899999999999996,85.0,1.000434048497036,0.9865884158818996,1.2878787878787878,1.0046666666666666,1.0093240093240092
1973-04-01,110.3,3.18667,6.94333,43.6,0.0667,0.0626,90.0,1.0085107310833807,0.9837243037967195,1.0588235294117647,1.005075,1.0069284064665127
1973-05-01,107.2,3.20333,7.08667,43.9,0.06849999999999999,0.0636,90.72,0.9925271276871244,0.9743849830840697,1.008,1.0052166666666666,1.0068807339449541
1973-06-01,104.8,3.22,7.23,44.2,0.069,0.0719,114.75,1.00209656571787,0.9801723728684819,1.2648809523809523,1.0053,1.0068337129840548
1973-07-01,105.8,3.23667,7.38333,44.3,0.0713,0.0801,121.5,0.9893039185502172,1.012091346736605,1.0588235294117647,1.0059916666666666,1.0022624434389138
1973-08-01,103.8,3.25333,7.53667,45.1,0.07400000000000001,0.0867,115.6,0.986863390611353,0.9837082660568225,0.951440329218107,1.006675,1.0180586907449212
1973-09-01,105.6,3.27,7.69,45.2,0.0709,0.08289999999999999,103.5,1.02837228202007,1.0199215328866702,0.8953287197231834,1.007225,1.0022172949002217
1973-10-01,109.8,3.30667,7.84667,45.6,0.0679,0.0722,100.0,1.0276848931528808,1.0422823432411548,0.966183574879227,1.0069083333333333,1.008849557522124
1973-11-01,102.0,3.34333,8.00333,45.9,0.0673,0.0783,98.0,1.010025265703846,0.9316932273920497,0.98,1.0060166666666666,1.006578947368421
1973-12-01,94.78,3.38,8.16,46.2,0.0674,0.0745,101.0,1.0048808345672966,0.9321874806052406,1.030612244897959,1.006525,1.0065359477124185
1974-01-01,96.11,3.4,8.22667,46.6,0.0699,0.07769999999999999,112.25,0.9876296186505951,1.016980507266902,1.1113861386138615,1.0062083333333334,1.0086580086580086
1974-02-01,93.45,3.42,8.29333,47.2,0.0696,0.0712,132.5,1.0079863119698655,0.9753731386905689,1.1804008908685968,1.006475,1.0128755364806867
1974-03-01,97.44,3.44,8.36,47.8,0.0721,0.0796,162.5,0.9879867457350567,1.0456386106037403,1.2264150943396226,1.0059333333333333,1.0127118644067796
1974-04-01,92.46,3.46,8.48667,48.0,0.0751,0.0833,174.0,0.9849122383516892,0.952010091258564,1.0707692307692307,1.0066333333333333,1.00418410041841
1974-05-01,89.67,3.48,8.61333,48.6,0.0758,0.0823,169.25,1.0013509703659778,0.9730588696154413,0.9727011494252874,1.0069416666666666,1.0125
1974-06-01,89.79,3.5,8.74,49.0,0.0754,0.079,156.75,1.0091257867704921,1.0045865603685529,0.9261447562776958,1.0068583333333334,1.008230452674897
1974-07-01,79.31,3.53,8.86333,49.4,0.0781,0.0755,153.75,0.9875440139086913,0.8869922904912313,0.9808612440191388,1.0065833333333334,1.0081632653061223
1974-08-01,76.03,3.56,8.98667,50.0,0.08039999999999999,0.08960000000000001,156.0,0.9907039931298527,0.9625452669703214,1.0146341463414634,1.0062916666666666,1.0121457489878543
1974-09-01,68.12,3.59,9.11,50.6,0.08039999999999999,0.0806,156.0,1.0067,0.9003538798555557,1.0,1.0074666666666667,1.012
1974-10-01,69.44,3.59333,9.03667,51.1,0.079,0.0746,151.25,1.0163786998304392,1.0236898409812965,0.969551282051282,1.0067166666666667,1.0098814229249011
1974-11-01,71.74,3.59667,8.96333,51.5,0.0768,0.0747,167.0,1.0219392181458122,1.037300019174464,1.1041322314049586,1.0062166666666668,1.0078277886497065
1974-12-01,67.07,3.6,8.89,51.9,0.07429999999999999,0.07150000000000001,184.0,1.0240418331547212,0.9393767580683837,1.1017964071856288,1.006225,1.007766990291262
1975-01-01,72.56,3.62333,8.74333,52.1,0.075,0.0626,186.5,1.0012670878255827,1.0860160818787652,1.013586956521739,1.0059583333333333,1.0038535645472062
1975-02-01,80.1,3.64667,8.59667,52.5,0.0739,0.055,175.8,1.0140260433710373,1.107707874448101,0.942627345844504,1.0052166666666666,1.0076775431861804
1975-03-01,83.78,3.67,8.45,52.7,0.07730000000000001,0.054900000000000004,181.75,0.9824782398790326,1.0495930054607676,1.0338452787258248,1.0045833333333334,1.003809523809524
